Age,Attrition,BusinessTravel,Department,DistanceFromHome,EmployeeNumber,EnvironmentSatisfaction,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
37,Yes,Travel_Rarely,Research & Development,11,1033,1,1,Healthcare Representative,2,4777,5,No,2,1,1,0,0,0
55,No,Travel_Frequently,Research & Development,18,1034,3,3,Healthcare Representative,2,6385,3,Yes,3,3,8,7,6,7
41,No,Non-Travel,Research & Development,7,1035,2,1,Research Director,3,19973,1,No,3,3,21,16,5,10
38,No,Travel_Rarely,Sales,3,1036,2,3,Sales Executive,4,6861,8,Yes,1,3,1,0,0,0
26,Yes,Non-Travel,Sales,29,1037,2,1,Sales Executive,1,4969,8,No,6,3,2,2,2,2
52,Yes,Travel_Rarely,Sales,2,1038,1,1,Manager,4,19845,1,No,3,3,32,14,6,9
44,No,Travel_Rarely,Sales,28,1039,4,4,Sales Executive,4,13320,3,Yes,2,3,12,11,11,11
50,No,Non-Travel,Sales,1,1040,4,3,Sales Executive,3,6347,0,No,3,3,18,7,0,13
36,Yes,Travel_Rarely,Research & Development,16,1042,3,4,Laboratory Technician,1,2743,1,No,1,3,17,13,15,14
39,No,Travel_Frequently,Research & Development,22,1043,4,3,Manufacturing Director,1,10880,1,Yes,2,3,21,6,2,8
33,No,Non-Travel,Sales,8,1044,2,2,Sales Representative,4,2342,0,No,2,2,2,2,2,2
45,No,Travel_Rarely,Sales,11,1045,4,3,Manager,4,17650,3,No,4,4,9,3,1,1
32,No,Non-Travel,Research & Development,29,1046,4,3,Laboratory Technician,3,4025,9,No,2,3,8,7,7,7
34,No,Travel_Rarely,Sales,1,1047,2,4,Sales Executive,4,9725,0,No,2,2,15,1,0,9
59,No,Travel_Rarely,Sales,1,1048,2,3,Manager,4,11904,3,Yes,1,1,6,4,0,4
45,No,Travel_Rarely,Human Resources,24,1049,2,3,Human Resources,2,2177,1,No,3,3,6,3,0,4
53,No,Travel_Frequently,Sales,2,1050,3,2,Sales Executive,2,7525,2,No,2,3,15,7,6,12
36,Yes,Travel_Rarely,Research & Development,15,1052,1,3,Laboratory Technician,3,4834,7,No,3,2,1,0,0,0
26,Yes,Travel_Frequently,Research & Development,2,1053,1,3,Research Scientist,1,2042,6,Yes,2,3,3,2,1,2
34,No,Travel_Rarely,Sales,10,1055,3,3,Sales Representative,3,2220,1,Yes,2,3,1,1,0,0
28,No,Travel_Rarely,Sales,10,1056,4,3,Sales Representative,2,1052,1,No,5,3,1,0,0,0
38,No,Travel_Frequently,Research & Development,3,1060,3,3,Research Scientist,3,2821,3,No,2,3,2,2,2,2
50,No,Travel_Rarely,Research & Development,2,1061,2,3,Research Director,3,19237,2,Yes,2,2,8,1,7,7
37,No,Travel_Rarely,Research & Development,3,1062,4,3,Healthcare Representative,2,4107,3,No,3,2,4,3,0,1
40,No,Travel_Rarely,Sales,26,1066,3,3,Sales Executive,1,8396,1,No,3,2,7,7,7,5
26,No,Travel_Frequently,Research & Development,1,1068,1,2,Research Scientist,3,2007,1,No,5,3,5,3,1,3
46,No,Travel_Rarely,Research & Development,1,1069,4,3,Research Director,4,19627,9,No,0,3,2,2,2,2
54,No,Travel_Rarely,Sales,2,1070,3,2,Sales Executive,3,10686,6,No,4,3,9,4,7,0
56,No,Travel_Frequently,Research & Development,9,1071,1,3,Research Scientist,3,2942,2,No,4,3,5,4,0,3
36,No,Travel_Rarely,Research & Development,12,1073,4,2,Manufacturing Director,4,8858,0,No,2,2,14,8,7,8
55,No,Non-Travel,Research & Development,2,1074,3,2,Manager,1,16756,7,No,3,4,9,7,6,2
43,No,Travel_Rarely,Sales,25,1076,3,2,Sales Executive,4,10798,5,No,5,3,1,0,0,0
20,Yes,Travel_Frequently,Sales,9,1077,4,3,Sales Representative,4,2323,1,Yes,3,3,2,2,0,2
21,Yes,Travel_Rarely,Research & Development,10,1079,3,2,Laboratory Technician,1,1416,1,No,6,2,1,0,1,0
46,No,Travel_Rarely,Research & Development,8,1080,4,2,Research Scientist,1,4615,8,Yes,2,3,16,13,1,7
51,Yes,Travel_Rarely,Research & Development,4,1081,1,3,Research Scientist,3,2461,9,Yes,2,4,10,0,2,7
28,Yes,Non-Travel,Research & Development,24,1082,2,2,Healthcare Representative,1,8722,1,No,2,2,10,7,1,9
26,No,Travel_Rarely,Research & Development,1,1083,1,2,Laboratory Technician,1,3955,1,No,2,3,5,3,1,3
30,No,Travel_Rarely,Research & Development,20,1084,3,3,Manufacturing Director,1,9957,0,No,1,2,6,2,0,2
41,No,Travel_Rarely,Research & Development,7,1085,2,4,Research Scientist,3,3376,1,No,3,3,10,6,0,8
38,No,Travel_Rarely,Research & Development,17,1088,3,2,Healthcare Representative,3,8823,0,No,4,2,19,9,1,9
40,No,Travel_Rarely,Research & Development,20,1092,1,3,Healthcare Representative,4,10322,4,No,6,3,11,10,11,1
27,No,Non-Travel,Research & Development,8,1094,1,1,Laboratory Technician,3,4621,1,No,4,3,3,2,1,2
55,No,Travel_Frequently,Research & Development,2,1096,4,3,Manufacturing Director,2,10976,3,No,4,3,3,2,1,2
28,No,Travel_Rarely,Research & Development,10,1097,3,3,Research Scientist,3,3660,3,No,4,4,8,7,1,7
44,Yes,Travel_Rarely,Human Resources,1,1098,2,2,Human Resources,1,10482,9,No,1,3,20,6,3,6
33,No,Travel_Rarely,Research & Development,5,1099,4,2,Healthcare Representative,4,7119,4,No,2,3,3,2,1,2
35,Yes,Travel_Rarely,Sales,4,1100,4,3,Sales Executive,1,9582,0,Yes,2,3,8,7,4,7
33,Yes,Travel_Frequently,Research & Development,29,1101,1,2,Research Scientist,3,4508,1,No,4,3,13,7,3,8
28,No,Travel_Rarely,Research & Development,15,1102,1,3,Laboratory Technician,3,2207,1,No,5,2,4,2,2,2
34,No,Travel_Frequently,Research & Development,3,1103,1,3,Healthcare Representative,4,7756,0,No,1,2,6,2,0,4
37,No,Travel_Rarely,Sales,10,1105,4,2,Sales Executive,4,6694,2,Yes,5,3,1,0,0,0
25,Yes,Travel_Rarely,Research & Development,4,1106,4,3,Laboratory Technician,4,3691,1,Yes,3,4,7,7,5,6
26,Yes,Travel_Rarely,Research & Development,21,1107,1,3,Laboratory Technician,3,2377,1,No,0,2,1,1,0,0
33,Yes,Travel_Rarely,Research & Development,25,1108,1,2,Research Scientist,2,2313,4,Yes,0,3,2,2,2,2
42,No,Travel_Rarely,Research & Development,2,1109,4,3,Manager,1,17665,0,No,3,3,22,6,13,7
28,Yes,Travel_Frequently,Research & Development,1,1111,1,2,Laboratory Technician,2,2596,1,No,2,3,1,0,0,0
50,Yes,Travel_Frequently,Sales,1,1113,4,3,Sales Executive,3,4728,3,Yes,4,3,0,0,0,0
33,No,Travel_Frequently,Sales,7,1114,4,3,Sales Executive,2,4302,0,No,3,3,3,2,0,2
34,No,Non-Travel,Research & Development,3,1115,3,2,Research Scientist,4,2979,3,No,2,3,0,0,0,0
48,No,Non-Travel,Research & Development,1,1116,1,4,Manager,4,16885,2,No,3,2,5,4,2,1
45,No,Non-Travel,Sales,9,1117,2,2,Sales Executive,3,5593,1,No,2,3,15,10,4,12
52,No,Travel_Rarely,Research & Development,7,1118,2,3,Healthcare Representative,2,10445,7,No,4,3,8,6,4,0
38,No,Travel_Rarely,Sales,10,1119,3,2,Sales Executive,3,8740,0,Yes,2,3,8,7,2,7
29,No,Travel_Rarely,Research & Development,28,1120,3,3,Research Scientist,4,2514,4,No,1,3,7,5,1,7
28,No,Travel_Rarely,Research & Development,3,1121,4,3,Manufacturing Director,2,7655,0,No,3,2,9,7,1,7
46,No,Travel_Rarely,Sales,3,1124,1,3,Manager,3,17465,3,No,3,3,12,9,4,9
38,No,Travel_Rarely,Sales,2,1125,4,3,Sales Executive,2,7351,7,No,2,3,1,0,0,0
43,No,Travel_Frequently,Research & Development,27,1126,3,3,Manufacturing Director,1,10820,8,No,1,3,8,7,0,1
39,Yes,Travel_Frequently,Research & Development,2,1127,1,3,Healthcare Representative,4,12169,7,No,4,3,18,7,11,5
40,No,Travel_Rarely,Research & Development,14,1128,3,2,Research Director,3,19626,1,No,2,4,20,7,4,9
21,No,Travel_Rarely,Research & Development,1,1131,4,2,Research Scientist,2,2070,1,Yes,6,4,2,2,2,2
39,No,Non-Travel,Research & Development,9,1132,3,3,Laboratory Technician,2,6782,9,No,2,2,5,4,0,3
36,No,Non-Travel,Research & Development,18,1133,1,3,Manufacturing Director,4,7779,2,No,0,3,11,9,0,9
31,No,Travel_Frequently,Sales,20,1135,3,4,Sales Representative,4,2791,0,No,4,3,2,2,2,2
28,No,Travel_Rarely,Research & Development,2,1136,1,2,Research Scientist,2,3201,0,No,2,1,5,3,0,4
35,No,Travel_Frequently,Sales,11,1137,4,3,Sales Executive,4,4968,1,No,3,3,5,2,0,2
49,No,Travel_Rarely,Sales,8,1138,4,2,Sales Executive,2,13120,6,No,3,3,9,8,2,3
34,No,Travel_Frequently,Research & Development,2,1140,4,3,Manufacturing Director,3,4033,2,No,3,2,3,2,0,2
29,No,Travel_Frequently,Research & Development,10,1143,4,3,Research Scientist,2,3291,0,No,2,2,7,5,1,1
42,No,Travel_Rarely,Research & Development,29,1148,2,1,Laboratory Technician,4,4272,4,No,3,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,8,1150,2,2,Manufacturing Director,4,5056,1,Yes,2,2,10,7,1,2
38,No,Travel_Rarely,Human Resources,1,1152,3,4,Human Resources,3,2844,1,No,2,4,7,6,5,0
28,No,Travel_Frequently,Research & Development,6,1154,3,2,Research Scientist,3,2703,1,Yes,2,3,3,1,0,2
18,Yes,Non-Travel,Research & Development,8,1156,3,3,Laboratory Technician,3,1904,1,No,0,3,0,0,0,0
33,Yes,Travel_Rarely,Sales,9,1157,1,3,Sales Executive,1,8224,0,Yes,3,3,5,2,0,3
41,No,Travel_Rarely,Research & Development,12,1158,2,3,Laboratory Technician,4,4766,3,Yes,4,3,1,0,0,0
31,Yes,Travel_Frequently,Research & Development,15,1160,3,3,Laboratory Technician,3,2610,1,No,5,2,2,2,2,2
37,No,Travel_Rarely,Research & Development,25,1161,3,2,Healthcare Representative,4,5731,7,No,2,3,6,2,1,3
27,No,Travel_Rarely,Research & Development,6,1162,4,2,Research Scientist,3,2539,1,No,0,3,4,2,2,2
34,No,Travel_Rarely,Sales,9,1163,2,3,Sales Executive,3,5714,1,No,3,2,6,5,1,3
35,No,Travel_Rarely,Human Resources,8,1164,3,3,Human Resources,3,4323,1,No,2,1,5,4,1,4
29,Yes,Travel_Rarely,Sales,23,1165,4,2,Sales Executive,1,7336,1,No,3,1,11,8,3,10
40,No,Travel_Frequently,Research & Development,9,1166,2,3,Research Director,3,13499,9,No,3,2,18,7,2,13
42,Yes,Travel_Frequently,Sales,12,1167,3,3,Sales Executive,1,13758,0,Yes,2,2,21,9,13,14
42,No,Travel_Rarely,Sales,4,1171,2,3,Sales Executive,1,5155,7,No,3,4,6,4,1,5
35,No,Travel_Rarely,Research & Development,1,1172,4,2,Laboratory Technician,3,2258,6,No,2,3,8,0,1,7
24,No,Travel_Rarely,Research & Development,24,1173,4,3,Laboratory Technician,2,3597,8,No,2,3,4,3,1,2
28,Yes,Travel_Rarely,Research & Development,12,1175,3,3,Laboratory Technician,4,2515,1,Yes,4,2,1,1,0,0
26,No,Travel_Rarely,Research & Development,3,1177,1,4,Laboratory Technician,4,4420,1,No,2,3,8,7,0,7
30,No,Travel_Rarely,Sales,10,1179,3,2,Sales Executive,3,6578,1,No,3,3,10,3,1,4
40,No,Travel_Frequently,Research & Development,26,1180,3,2,Research Scientist,4,4422,3,Yes,3,1,1,1,0,0
35,No,Travel_Rarely,Research & Development,2,1182,3,2,Manufacturing Director,2,10274,2,No,2,4,7,7,6,4
34,No,Travel_Frequently,Research & Development,1,1184,4,2,Healthcare Representative,1,5343,0,No,3,3,13,9,4,9
35,No,Travel_Frequently,Research & Development,4,1185,4,2,Laboratory Technician,4,2376,1,No,2,4,2,2,2,2
43,Yes,Travel_Rarely,Sales,9,1188,1,1,Sales Executive,3,5346,8,No,2,2,4,3,1,3
32,No,Non-Travel,Sales,2,1190,3,3,Sales Representative,1,2827,1,No,3,3,1,0,0,0
56,No,Travel_Rarely,Research & Development,4,1191,4,3,Manager,1,19943,4,No,2,3,5,2,4,2
29,No,Travel_Rarely,Research & Development,6,1192,2,3,Laboratory Technician,4,3131,1,No,5,3,10,8,0,8
19,No,Travel_Rarely,Research & Development,9,1193,3,3,Research Scientist,1,2552,1,No,4,3,1,1,0,0
45,No,Travel_Rarely,Research & Development,7,1195,1,3,Research Scientist,3,4477,4,Yes,2,2,3,2,0,2
37,No,Travel_Rarely,Research & Development,1,1196,4,2,Manufacturing Director,4,6474,1,No,2,2,14,8,3,11
20,No,Travel_Rarely,Research & Development,3,1198,1,2,Laboratory Technician,3,3033,1,No,2,2,2,2,1,2
44,Yes,Travel_Rarely,Research & Development,10,1200,3,3,Research Scientist,3,2936,1,Yes,4,3,6,4,0,2
53,No,Travel_Rarely,Research & Development,7,1201,4,3,Manager,3,18606,3,No,6,3,7,7,4,7
29,No,Travel_Rarely,Research & Development,15,1202,2,1,Research Scientist,4,2168,0,Yes,2,2,5,4,1,3
22,Yes,Travel_Frequently,Research & Development,3,1203,3,2,Research Scientist,4,2853,0,Yes,5,3,0,0,0,0
46,No,Travel_Rarely,Sales,2,1204,3,3,Manager,1,17048,8,No,2,3,26,15,15,9
44,No,Non-Travel,Research & Development,17,1206,4,1,Research Scientist,3,2290,2,No,3,3,0,0,0,0
33,No,Travel_Rarely,Human Resources,2,1207,2,3,Human Resources,3,3600,1,No,2,3,5,4,1,4
41,Yes,Non-Travel,Research & Development,5,1210,1,2,Research Scientist,1,2107,6,No,2,1,1,0,0,0
30,No,Travel_Rarely,Sales,29,1211,3,3,Sales Executive,1,4115,8,No,3,3,4,3,0,3
40,No,Travel_Frequently,Sales,2,1212,2,3,Sales Executive,2,4327,5,No,2,3,0,0,0,0
50,No,Travel_Frequently,Research & Development,2,1215,4,3,Manager,1,17856,2,No,3,3,2,2,2,2
28,No,Travel_Rarely,Research & Development,19,1216,4,2,Laboratory Technician,1,3196,1,No,2,3,6,5,3,3
46,No,Travel_Rarely,Research & Development,15,1217,4,3,Research Director,2,19081,5,No,2,3,4,2,0,3
35,No,Travel_Rarely,Sales,17,1218,3,3,Sales Executive,1,8966,3,Yes,2,3,7,7,1,7
24,Yes,Travel_Rarely,Research & Development,17,1219,4,3,Laboratory Technician,2,2210,1,No,3,1,1,0,0,0
33,No,Travel_Frequently,Sales,25,1220,2,3,Sales Executive,3,4539,1,No,3,2,10,7,0,1
36,No,Travel_Rarely,Research & Development,6,1221,3,1,Laboratory Technician,3,2741,1,No,4,3,7,7,1,7
30,No,Travel_Rarely,Research & Development,7,1224,3,3,Laboratory Technician,3,3491,1,No,4,2,10,7,8,9
44,No,Travel_Rarely,Research & Development,29,1225,4,3,Research Scientist,4,4541,1,No,3,3,20,11,13,17
20,No,Travel_Rarely,Sales,21,1226,3,4,Sales Representative,4,2678,1,No,2,3,2,1,2,2
46,No,Travel_Rarely,Research & Development,2,1228,4,3,Manufacturing Director,4,7379,2,No,3,2,6,3,1,4
42,No,Non-Travel,Human Resources,2,1231,4,4,Human Resources,1,6272,7,No,3,4,4,3,0,3
60,No,Travel_Rarely,Sales,7,1233,2,4,Sales Executive,4,5220,0,Yes,3,3,11,7,1,9
32,No,Travel_Frequently,Research & Development,13,1234,3,2,Laboratory Technician,2,2743,1,No,2,3,2,2,2,2
32,No,Travel_Frequently,Research & Development,2,1235,4,3,Research Scientist,3,4998,4,Yes,2,3,8,7,0,7
36,No,Travel_Rarely,Research & Development,1,1237,3,1,Manufacturing Director,1,10252,2,Yes,2,3,7,7,7,7
33,No,Travel_Rarely,Research & Development,9,1238,1,3,Research Scientist,4,2781,0,No,5,3,14,10,4,10
40,No,Travel_Rarely,Sales,10,1239,2,2,Sales Executive,2,6852,7,No,2,4,5,1,1,3
25,No,Travel_Rarely,Sales,10,1240,3,3,Sales Executive,4,4950,0,No,4,3,4,3,1,1
30,No,Travel_Rarely,Research & Development,1,1241,4,3,Research Scientist,2,3579,0,Yes,2,3,11,9,5,7
42,No,Travel_Frequently,Research & Development,26,1242,1,3,Research Director,1,13191,3,Yes,6,3,1,0,0,0
35,No,Non-Travel,Sales,8,1243,3,2,Sales Executive,4,10377,4,Yes,6,2,13,2,4,12
27,No,Travel_Rarely,Research & Development,14,1244,1,3,Research Scientist,1,2235,1,Yes,3,2,9,7,6,8
54,No,Travel_Frequently,Research & Development,1,1245,4,3,Manufacturing Director,3,10502,7,No,2,1,5,4,1,4
44,No,Travel_Rarely,Research & Development,2,1246,1,4,Research Scientist,4,2011,1,No,5,3,10,5,7,7
19,Yes,Non-Travel,Research & Development,10,1248,1,2,Research Scientist,2,1859,1,Yes,2,4,1,1,0,0
29,No,Travel_Rarely,Research & Development,1,1249,1,3,Research Scientist,4,3760,1,No,5,3,3,2,1,2
54,No,Travel_Rarely,Research & Development,3,1250,4,3,Research Director,4,17779,3,No,2,3,10,9,0,9
31,No,Travel_Rarely,Research & Development,11,1251,3,3,Healthcare Representative,1,6833,1,Yes,2,2,6,5,0,1
31,No,Travel_Rarely,Research & Development,24,1252,3,2,Healthcare Representative,1,6812,1,No,2,3,10,9,1,8
59,No,Travel_Rarely,Sales,3,1254,3,2,Sales Executive,4,5171,5,No,2,3,6,1,0,5
43,No,Travel_Rarely,Research & Development,3,1255,3,1,Research Director,4,19740,3,No,2,3,8,7,0,7
49,No,Travel_Rarely,Research & Development,4,1256,1,2,Manager,3,18711,2,No,2,4,1,0,0,0
36,No,Travel_Frequently,Research & Development,3,1257,3,3,Research Scientist,2,3692,1,No,2,2,11,10,0,7
48,No,Travel_Rarely,Research & Development,2,1258,4,4,Laboratory Technician,2,2559,5,No,4,2,1,0,0,0
27,No,Travel_Rarely,Research & Development,4,1259,1,3,Research Scientist,3,2517,1,No,2,3,5,3,0,3
29,No,Travel_Rarely,Research & Development,7,1260,3,3,Healthcare Representative,4,6623,1,Yes,2,3,6,0,1,0
48,No,Travel_Rarely,Research & Development,1,1263,4,2,Research Director,4,18265,6,No,3,4,1,0,0,0
29,No,Travel_Rarely,Research & Development,1,1264,4,2,Research Director,4,16124,3,No,2,2,7,7,1,7
34,No,Travel_Rarely,Research & Development,20,1265,3,4,Research Scientist,3,2585,0,No,5,2,1,0,0,0
44,No,Travel_Rarely,Sales,5,1267,2,3,Manager,2,18213,7,No,5,3,22,9,3,10
33,No,Travel_Rarely,Sales,10,1268,4,4,Sales Executive,3,8380,0,Yes,3,3,9,8,0,8
19,No,Travel_Rarely,Research & Development,25,1269,2,4,Research Scientist,4,2994,1,Yes,2,3,1,0,0,1
23,No,Travel_Rarely,Research & Development,1,1270,4,3,Research Scientist,3,1223,1,No,2,3,1,0,0,1
25,Yes,Travel_Frequently,Sales,24,1273,3,1,Sales Representative,4,1118,1,Yes,4,3,1,0,1,0
26,No,Travel_Rarely,Research & Development,4,1275,3,3,Research Scientist,4,2875,1,Yes,2,2,8,5,2,2
45,Yes,Travel_Rarely,Sales,2,1277,1,1,Manager,2,18824,2,Yes,2,3,24,10,1,11
55,No,Non-Travel,Research & Development,8,1278,4,2,Healthcare Representative,2,13577,1,Yes,3,3,33,9,15,0
21,Yes,Travel_Frequently,Research & Development,10,1279,1,2,Laboratory Technician,3,2625,1,No,2,1,2,2,2,2
46,No,Travel_Rarely,Sales,4,1280,4,2,Manager,2,18789,2,No,2,3,11,4,0,8
34,No,Travel_Rarely,Sales,2,1281,3,3,Sales Executive,1,4538,0,Yes,3,3,3,2,0,2
51,No,Travel_Frequently,Sales,9,1282,4,3,Manager,2,19847,4,Yes,5,2,29,10,11,10
59,No,Travel_Rarely,Research & Development,18,1283,4,3,Manufacturing Director,4,10512,6,No,6,2,9,7,5,4
34,No,Travel_Frequently,Research & Development,19,1285,3,3,Laboratory Technician,2,4444,4,No,2,4,11,8,5,10
28,No,Travel_Frequently,Research & Development,1,1286,4,3,Laboratory Technician,3,2154,0,Yes,2,2,4,2,0,2
44,No,Travel_Rarely,Research & Development,4,1288,3,4,Manager,1,19190,1,No,4,2,25,9,14,13
34,No,Travel_Frequently,Human Resources,11,1289,3,2,Human Resources,2,4490,4,No,5,4,10,9,1,8
35,No,Travel_Rarely,Research & Development,6,1291,3,3,Research Scientist,3,3506,0,Yes,3,3,3,2,2,2
42,No,Travel_Rarely,Research & Development,7,1292,2,4,Research Scientist,2,2372,6,Yes,2,3,1,0,0,0
43,No,Travel_Rarely,Sales,4,1293,4,2,Sales Executive,4,10231,3,No,3,4,21,7,15,17
36,No,Travel_Rarely,Research & Development,2,1294,3,3,Manufacturing Director,2,5410,9,Yes,2,3,16,14,5,12
44,Yes,Travel_Rarely,Research & Development,15,1295,1,3,Healthcare Representative,4,7978,1,No,2,3,10,7,0,5
28,No,Travel_Frequently,Research & Development,2,1296,4,2,Laboratory Technician,4,3867,1,Yes,2,3,2,2,2,2
51,No,Travel_Frequently,Research & Development,6,1297,2,2,Laboratory Technician,3,2838,0,No,6,2,7,0,7,7
30,No,Non-Travel,Research & Development,9,1298,3,3,Manufacturing Director,3,4695,7,Yes,3,3,8,4,1,7
29,Yes,Travel_Rarely,Research & Development,7,1299,2,3,Laboratory Technician,3,3339,3,Yes,2,3,7,7,7,7
28,No,Travel_Rarely,Research & Development,1,1301,4,3,Research Scientist,1,2080,2,No,2,2,3,2,1,2
25,No,Travel_Rarely,Research & Development,1,1303,4,3,Research Scientist,2,2096,1,No,3,2,2,2,2,1
32,No,Travel_Rarely,Sales,8,1304,3,4,Sales Executive,4,6209,1,No,4,4,10,7,0,8
45,No,Travel_Frequently,Research & Development,25,1306,2,3,Manager,2,18061,3,No,4,3,0,0,0,0
39,No,Travel_Rarely,Research & Development,13,1307,3,2,Manager,2,17123,6,Yes,4,3,19,9,15,2
58,No,Travel_Rarely,Research & Development,23,1308,1,3,Research Scientist,3,2372,1,No,3,3,2,2,2,2
32,Yes,Travel_Rarely,Research & Development,7,1309,4,3,Laboratory Technician,3,4883,1,No,3,3,10,4,1,1
39,Yes,Travel_Rarely,Research & Development,23,1310,3,3,Research Scientist,1,3904,0,No,2,3,5,2,0,3
30,No,Travel_Rarely,Research & Development,6,1311,1,2,Laboratory Technician,4,4627,0,No,6,3,9,2,6,7
36,No,Travel_Rarely,Research & Development,10,1312,4,3,Healthcare Representative,3,7094,3,No,0,3,7,7,1,7
46,No,Travel_Rarely,Human Resources,1,1314,4,3,Human Resources,1,3423,6,No,3,4,7,6,5,7
28,No,Non-Travel,Research & Development,1,1315,3,1,Laboratory Technician,4,6674,0,No,6,3,9,8,7,5
50,No,Travel_Rarely,Research & Development,28,1317,4,3,Research Director,1,16880,4,Yes,2,3,3,2,1,2
40,Yes,Travel_Rarely,Sales,25,1318,4,2,Sales Executive,2,9094,2,Yes,2,3,5,4,1,0
52,Yes,Travel_Rarely,Sales,5,1319,2,3,Sales Executive,2,8446,9,Yes,2,2,8,7,7,7
30,No,Travel_Rarely,Research & Development,17,1321,2,3,Manager,1,11916,1,Yes,2,3,9,1,0,8
39,No,Travel_Rarely,Research & Development,18,1322,1,3,Manufacturing Director,3,4534,0,No,6,3,8,7,1,7
31,No,Non-Travel,Sales,2,1324,4,3,Sales Executive,3,9852,1,Yes,5,2,10,8,9,6
41,No,Non-Travel,Sales,10,1329,3,1,Sales Executive,2,6151,1,No,4,3,19,2,11,9
31,Yes,Travel_Frequently,Sales,1,1331,4,3,Sales Representative,2,2302,1,Yes,2,4,3,2,2,2
44,Yes,Travel_Rarely,Research & Development,3,1333,1,3,Laboratory Technician,1,2362,4,No,4,4,3,2,1,2
42,No,Non-Travel,Research & Development,2,1334,3,3,Manager,3,17861,0,Yes,3,2,20,8,2,10
55,No,Travel_Rarely,Research & Development,2,1336,4,1,Manager,3,19187,4,No,5,3,19,9,9,11
56,No,Travel_Rarely,Human Resources,8,1338,4,3,Manager,2,19717,6,No,4,3,7,3,7,7
40,No,Non-Travel,Research & Development,16,1340,3,3,Research Scientist,3,3544,9,No,0,3,4,2,0,0
34,No,Travel_Rarely,Research & Development,9,1344,4,3,Healthcare Representative,4,8500,0,No,0,2,9,7,1,6
40,No,Travel_Rarely,Research & Development,2,1346,3,3,Research Scientist,4,4661,1,No,4,3,9,8,8,8
41,No,Travel_Frequently,Sales,1,1349,3,3,Sales Executive,1,4103,0,No,2,3,9,3,1,7
35,No,Travel_Frequently,Research & Development,4,1350,3,3,Research Scientist,3,4249,1,Yes,3,3,9,6,1,1
51,No,Travel_Rarely,Human Resources,5,1352,3,3,Manager,2,14026,1,Yes,2,3,33,9,0,10
38,No,Travel_Rarely,Sales,2,1355,2,3,Sales Executive,1,6893,3,No,3,3,7,7,1,7
34,No,Travel_Rarely,Sales,15,1356,3,3,Sales Executive,1,6125,1,No,6,4,10,8,9,6
25,No,Travel_Rarely,Research & Development,19,1358,4,3,Laboratory Technician,4,3669,3,No,6,2,3,2,1,2
58,Yes,Travel_Rarely,Research & Development,7,1360,3,2,Manufacturing Director,1,10008,7,Yes,0,2,10,9,5,9
40,No,Travel_Rarely,Research & Development,1,1361,2,3,Laboratory Technician,2,2387,3,No,3,3,4,2,0,3
36,No,Travel_Frequently,Sales,7,1362,1,4,Sales Executive,1,4639,2,No,2,2,15,7,6,13
48,No,Travel_Rarely,Research & Development,4,1363,4,3,Manufacturing Director,4,7898,1,No,2,3,10,9,0,8
27,No,Travel_Rarely,Sales,11,1364,3,4,Sales Representative,4,2534,8,No,4,3,1,0,0,0
51,No,Travel_Rarely,Research & Development,11,1367,4,2,Manufacturing Director,2,13142,3,No,1,2,5,2,0,3
18,No,Non-Travel,Research & Development,1,1368,4,3,Laboratory Technician,4,1611,1,No,5,4,0,0,0,0
35,No,Travel_Rarely,Research & Development,1,1369,4,2,Laboratory Technician,4,5363,0,No,0,3,9,7,0,0
27,No,Travel_Frequently,Sales,2,1371,4,1,Sales Executive,4,5071,3,No,3,3,6,2,0,0
55,Yes,Travel_Rarely,Sales,13,1372,1,4,Sales Executive,3,13695,6,Yes,2,2,19,7,3,8
56,No,Travel_Rarely,Research & Development,23,1373,4,3,Manufacturing Director,2,13402,4,Yes,0,3,19,16,15,9
34,No,Non-Travel,Research & Development,26,1374,1,2,Research Scientist,3,2029,1,No,2,3,5,4,0,0
40,No,Travel_Rarely,Research & Development,2,1375,2,4,Healthcare Representative,3,6377,5,No,0,3,12,11,11,8
34,No,Travel_Rarely,Research & Development,29,1377,2,3,Laboratory Technician,3,5429,4,No,1,3,8,7,7,7
31,Yes,Travel_Frequently,Sales,2,1379,3,2,Sales Representative,4,2785,7,No,3,4,1,0,0,0
35,Yes,Travel_Frequently,Sales,18,1380,4,3,Sales Executive,3,4614,0,Yes,0,2,4,2,3,2
38,No,Travel_Frequently,Research & Development,7,1382,4,4,Research Scientist,3,2610,1,No,2,3,4,2,0,3
34,No,Travel_Rarely,Research & Development,2,1383,3,3,Healthcare Representative,4,6687,1,No,2,4,14,11,4,11
28,No,Travel_Rarely,Sales,26,1387,3,2,Sales Executive,1,4724,1,No,0,3,5,3,0,4
31,Yes,Travel_Rarely,Research & Development,22,1389,4,3,Manufacturing Director,3,6179,1,Yes,3,2,10,2,6,7
39,No,Travel_Rarely,Sales,21,1390,1,2,Sales Executive,4,6120,3,Yes,2,4,5,4,1,4
51,No,Travel_Frequently,Sales,2,1391,2,3,Sales Executive,2,10596,2,No,5,3,4,2,3,2
41,No,Travel_Frequently,Research & Development,22,1392,4,3,Research Scientist,4,5467,3,Yes,4,2,6,2,3,3
